code,iso,country,CXN.raw.1970,CXN.raw.1975,CXN.raw.1980,CXN.raw.1985,CXN.raw.1989,CXN.raw.1990,CXN.raw.1991,CXN.raw.1992,CXN.raw.1993,CXN.raw.1994,CXN.raw.1995,CXN.raw.1996,CXN.raw.1997,CXN.raw.1998,CXN.raw.1999,CXN.raw.2000,CXN.raw.2001,CXN.raw.2002,CXN.raw.2003,CXN.raw.2004,CXN.raw.2005,CXN.raw.2006,CXN.raw.2007,CXN.raw.2008,CXN.raw.2009,CXN.raw.2010,CXN.raw.2011,CXN.raw.2012,CXN.raw.2013,CXN.raw.2014,CXN.raw.2015,CXN.raw.2016,CXN.raw.2017,CXN.raw.2018,CXN.raw.2019
807,MKD,North Macedonia,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,0.05,NA,NA,NA,0.05,0.05,0.06,0.06,0.06,0.06,0.065,0.07,0.07,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NOR,Norway,NA,NA,NA,NA,NA,0.8,NA,NA,0.86,0.86,0.87,0.87,0.9,0.93,0.93,0.94,0.93,0.92,0.94,0.94,0.96,0.96,0.96,0.96,0.96,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,NA,NA
512,OMN,Oman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA
586,PAK,Pakistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA
585,PLW,Palau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,PAN,Panama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.31,0.33,0.34,0.36,0.46,0.48,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,PNG,Papua New Guinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA
600,PRY,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147,NA,NA,NA,NA,NA,NA,NA,NA
604,PER,Peru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA
608,PHL,Philippines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041,NA,NA,NA,NA,NA,NA,NA,NA
616,POL,Poland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.55,0.82,0.84,0.84,0.86,0.87,0.88,0.63,0.89,0.9,0.91,0.94,0.95,0.94,0.94,0.95,0.95,NA,NA
620,PRT,Portugal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,NA,NA
634,QAT,Qatar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA
178,COG,Republic of Congo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,ROU,Romania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,0.29,0.31,0.32,0.32,0.32,0.34,0.42,0.45,0.46,0.47,0.48,0.5,0.52,NA,NA
643,RUS,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA
646,RWA,Rwanda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA
652,BLM,Saint Barthelemy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,KNA,Saint Kitts and Nevis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA
662,LCA,Saint Lucia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,VCT,Saint Vincent and the Grenadines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,WSM,Samoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,SMR,San Marino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,STP,Sao Tome and Principe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,SAU,Saudi Arabia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.35,0.37,0.38,0.41,0.44,0.44,0.45,0.46,0.513,0.553,0.569,0.612,0.601,0.598,0.614,NA,NA
686,SEN,Senegal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA
688,SRB,Serbia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056,0.059,0.063,0.068,0.072,0.079,0.085,0.079,0.08,0.092,0.094,0.097,0.099,0.104,0.112,0.118,NA,NA,NA,NA
690,SYC,Seychelles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,SLE,Sierra Leone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA
702,SGP,Singapore,NA,NA,NA,NA,NA,0.975,NA,NA,NA,NA,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.999,0.999,0.999,0.999,0.999,1,1,1,1,1,1,1,1,NA,NA,NA,NA
534,SXM,Sint Maarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,SVK,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.547,NA,NA,NA,NA,0.571,NA,NA,NA,NA,0.604,0.616,0.624,0.636,0.647,0.652,0.664,0.677,0.684,0.687
705,SVN,Slovenia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,0.72,0.73,0.75,0.84,0.85,0.86,0.88,0.88,0.89,0.87,0.9,0.89,0.9,0.9,0.92,0.92,0.96,NA,NA
90,SLB,Solomon Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,SOM,Somalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,ZAF,South Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,0.39,0.41,0.43,0.45,0.46,0.48,0.5,0.5,0.52,0.54,0.55,0.57,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA
410,KOR,South Korea,NA,NA,NA,NA,NA,0.329,NA,NA,0.413,0.42,0.452,0.526,0.609,0.659,0.684,0.705,0.732,0.758,0.788,0.814,0.835,0.855,0.871,0.886,0.894,0.901,0.909,0.916,0.921,0.918,NA,NA,NA,NA,NA
728,SSD,South Sudan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,ESP,Spain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,NA,0.94,NA,0.98,NA,0.99,NA,0.98,NA,NA,NA,NA,NA
144,LKA,Sri Lanka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA
275,PSE,State of Palestine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,SDN,Sudan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA
740,SUR,Suriname,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,SWE,Sweden,NA,NA,NA,NA,NA,0.86,0.94,0.95,NA,NA,0.93,NA,NA,NA,0.99,0.99,0.99,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA
756,CHE,Switzerland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.99,0.99,NA,NA,0.99,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
760,SYR,Syria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA,NA,NA,NA
158,TWN,Taiwan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA
762,TJK,Tajikistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA
834,TZA,Tanzania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA
764,THA,Thailand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA
626,TLS,Timor-Leste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
768,TGO,Togo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
776,TON,Tonga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,TTO,Trinidad and Tobago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.3,0.2,0.252,0.252,NA,NA,NA,NA,NA,NA,NA,NA,0.252,NA,NA,NA
788,TUN,Tunisia,NA,NA,NA,NA,NA,0.091,NA,NA,NA,NA,0.2,NA,NA,NA,0.341,0.367,0.387,0.419,0.449,0.468,0.484,0.512,0.518,0.525,0.535,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA
792,TUR,Turkey,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,0.09,0.104,0.144,0.166,0.226,0.26,0.27,0.27,0.3,0.36,0.42,0.43,0.46,0.46,0.5,0.52,NA,0.58,0.64,0.64,0.7,0.71,NA,NA,NA
795,TKM,Turkmenistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA
796,TCA,Turks and Caicos Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,TUV,Tuvalu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,UGA,Uganda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA
804,UKR,Ukraine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.651,NA,NA,NA,NA,NA,NA,NA,NA
784,ARE,United Arab Emirates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.939,NA,NA
826,GBR,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,1,1,1,1,1,NA,NA,0.97,0.97,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
840,USA,United States of America,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,0.718,NA,NA,NA,0.754,NA,0.754,NA,0.749,NA,NA,NA,0.737,NA,NA,NA,0.755,NA,NA,NA,NA,NA,NA,NA
858,URY,Uruguay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA
860,UZB,Uzbekistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA
548,VUT,Vanuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862,VEN,Venezuela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.202,0.206,0.209,0.211,0.213,0.217,0.219,0.22,0.223,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,VNM,Viet Nam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA
876,WLF,Wallis and Futuna Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,ESH,Western Sahara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,YEM,Yemen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,ZMB,Zambia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA
716,ZWE,Zimbabwe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.672,0.724,0.77,0.759,0.679,0.69,NA,NA