"code","iso","country","SOE.raw.2003","SOE.raw.2004","SOE.raw.2005","SOE.raw.2006","SOE.raw.2007","SOE.raw.2008","SOE.raw.2009","SOE.raw.2010","SOE.raw.2011","SOE.raw.2012","SOE.raw.2013","SOE.raw.2014","SOE.raw.2015","SOE.raw.2016","SOE.raw.2017","SOE.raw.2018","SOE.raw.2019"
422,"LBN","Lebanon",0.03727965,0.038137648,0.037537808,0.038147992,0.03772423,0.037986186,0.037269239,0.038444715,0.036527604,0.038483713,0.037595379,0.03860061,0.039314428,0.039946123,0.038441124,0.036918721,0.0377425
426,"LSO","Lesotho",0.025907154,0.025568868,0.024899214,0.024815755,0.024274644,0.024001253,0.024353219,0.025084221,0.025057792,0.024637641,0.02370773,0.024728018,0.023895881,0.024394866,0.023768662,0.023859821,0.024820463
430,"LBR","Liberia",0.000812037,0.000741556,0.000697154,0.000769864,0.000961897,0.000874065,0.001736127,0.000811152,0.000824377,0.001052553,0.000848493,0.000960405,0.001270424,0.001045936,0.000869811,0.0007923,0.001012141
434,"LBY","Libya",0.005486516,0.005709061,0.005640902,0.005974757,0.00560024,0.005504163,0.005244807,0.005257581,0.005535506,0.005844033,0.00578899,0.006404497,0.006392259,0.006872585,0.007002308,0.007260692,0.007483427
438,"LIE","Liechtenstein",0.003433851,0.003057966,0.002863217,0.002732516,0.002482754,0.002317817,0.002098225,0.001824579,0.001848805,0.001629159,0.001585022,0.001497525,0.001536999,0.001410089,0.001357709,0.001288495,0.001151043
440,"LTU","Lithuania",0.003867295,0.003906044,0.00399718,0.004191691,0.00405677,0.004144612,0.004168819,0.004416809,0.00422923,0.004224013,0.004350849,0.004210395,0.004110473,0.004038904,0.00386107,0.004072353,0.003854822
442,"LUX","Luxembourg",0.006020125,0.005149476,0.00489705,0.00435402,0.004093571,0.003581245,0.003372308,0.003057046,0.002852007,0.0026113,0.002506658,0.002404002,0.002203797,0.002094143,0.002049367,0.002085628,0.001739041
446,"MAC","Macao",0.08977782,0.104935963,0.102720115,0.107576324,0.105674816,0.103965048,0.102370258,0.09507114,0.096064005,0.095489632,0.096631579,0.099985833,0.099890216,0.099377586,0.092389134,0.094693286,0.097823366
450,"MDG","Madagascar",0.000562108,0.000491448,0.000611498,0.000620098,0.000611365,0.000595458,0.000663014,0.000714054,0.000741261,0.000703175,0.000732301,0.000667029,0.000679802,0.000721311,0.000590113,0.000622584,0.000600957
454,"MWI","Malawi",0.001447021,0.001528157,0.001693177,0.001671923,0.001853352,0.001923295,0.001816389,0.001843645,0.001983925,0.00200706,0.001930293,0.001933985,0.001955536,0.001874288,0.001780641,0.001879032,0.001853444
458,"MYS","Malaysia",0.007124533,0.007240043,0.00745993,0.007360896,0.007406713,0.007555891,0.008266466,0.008302328,0.008200417,0.008746442,0.008961137,0.008907908,0.009192752,0.009313684,0.007648848,0.007897206,0.008061329
462,"MDV","Maldives",0.000411108,0.00041652,0.000379294,0.000399473,0.000430595,0.000347359,0.000378616,0.000362013,0.00039393,0.000410375,0.000390181,0.000394313,0.000351574,0.000406021,0.000344347,0.000370686,0.000354061
466,"MLI","Mali",0.000527994,0.000592619,0.00060341,0.000578775,0.000577572,0.000588523,0.000583489,0.000636949,0.000656622,0.000597361,0.000646068,0.000647245,0.000669526,0.00071202,0.000679174,0.000664788,0.000668508
470,"MLT","Malta",0.019395018,0.0172085,0.015066256,0.015782447,0.014915455,0.01366926,0.011480358,0.009836398,0.010388395,0.009762922,0.008539033,0.008111207,0.008074766,0.007112615,0.005582657,0.005161499,0.004471648
584,"MHL","Marshall Islands",0.00012253,0.00013875,0.000143589,0.000138959,0.000151995,0.000146589,0.00014972,0.000156196,0.00014566,0.000165032,0.000163708,0.000152417,0.000152063,0.000151773,0.00014679,0.000123394,0.000141587
478,"MRT","Mauritania",0.001152398,0.001168971,0.00124041,0.001193494,0.001116703,0.001161897,0.001129406,0.001235944,0.001180769,0.00125094,0.001325001,0.001289868,0.001326439,0.001237363,0.001356988,0.001285716,0.001378125
480,"MUS","Mauritius",0.001139929,0.001135905,0.001120322,0.001123025,0.001128183,0.001215077,0.001381173,0.001312547,0.001417832,0.001233522,0.001340247,0.001329822,0.001389327,0.001318095,0.000915859,0.000940187,0.000928643
484,"MEX","Mexico",0.293426237,0.289731344,0.290944961,0.295981983,0.290800695,0.277989984,0.27195922,0.26357227,0.268187517,0.271160281,0.255469466,0.261859712,0.260044803,0.253102776,0.25791059,0.253901899,0.258798599
583,"FSM","Micronesia",0.000159607,0.000171482,0.00017115,0.00017915,0.000170378,0.000165884,0.000183389,0.000178854,0.000169928,0.000180501,0.000188635,0.000181184,0.00021854,0.000187191,0.000151695,0.0001472,0.000156818
498,"MDA","Moldova",0.016459892,0.01634678,0.017047056,0.015816636,0.015106642,0.014367286,0.014055083,0.012966754,0.013535399,0.012956142,0.011851723,0.012295755,0.012501865,0.011968607,0.011820602,0.011943671,0.011696957
492,"MCO","Monaco",0.000313002,0.000317508,0.000288309,0.000311604,0.000355683,0.000329844,0.000240503,0.000312491,0.00028905,0.000233526,0.000226876,0.000340817,0.000224217,0.000142378,0.000299934,0.000136604,0.000162841
496,"MNG","Mongolia",0.011021839,0.010817694,0.013029613,0.012705924,0.013747163,0.012435076,0.01237471,0.011648484,0.013014491,0.013029812,0.013392643,0.014355858,0.013900462,0.013941783,0.014511608,0.012885699,0.016298121
499,"MNE","Montenegro",0.016223388,0.014996011,0.015345818,0.014047573,0.012829369,0.011064446,0.009800772,0.008031683,0.008936105,0.008552416,0.007466336,0.006749123,0.007266667,0.006326946,0.006585096,0.006427545,0.005950334
504,"MAR","Morocco",0.011654651,0.012427335,0.012777789,0.012237811,0.012549135,0.012295796,0.012092032,0.011592726,0.01325467,0.013727668,0.013736863,0.014291392,0.015829008,0.016134238,0.016705986,0.016074816,0.017497897
508,"MOZ","Mozambique",0.000715655,0.000693288,0.000750956,0.000781847,0.000864729,0.00090823,0.000771984,0.000817224,0.000863752,0.000863514,0.000850428,0.000877918,0.00085445,0.000808428,0.000735562,0.000810535,0.0007638
104,"MMR","Myanmar",0.00181618,0.002300526,0.002118046,0.002252639,0.002973202,0.002813672,0.003489361,0.003683438,0.003355984,0.003681724,0.003717103,0.00385347,0.003782341,0.004072096,0.003815141,0.003937097,0.004366882
516,"NAM","Namibia",0.001175655,0.001194405,0.001339807,0.001364775,0.001408248,0.001400679,0.00140802,0.001475039,0.001723133,0.00177636,0.001581565,0.001524423,0.001613462,0.001546734,0.001541879,0.001561126,0.001630697
520,"NRU","Nauru",0.000107486,0.000101841,0.000102439,0.000108095,0.000112456,0.000125447,0.000112562,0.000117542,0.000123676,0.000115758,0.000139384,0.000115432,0.000106291,0.000137812,0.000123942,0.000116124,8.72e-05
524,"NPL","Nepal",0.008680624,0.009272557,0.009731027,0.01042469,0.010834807,0.011533122,0.012373852,0.012430419,0.012745654,0.013471621,0.013456166,0.013950162,0.014049707,0.014644971,0.014067114,0.01445121,0.01548822
528,"NLD","Netherlands",0.008886297,0.007841111,0.007160866,0.006620137,0.005927204,0.005532334,0.00503025,0.004287739,0.004260554,0.003843474,0.003498879,0.003537435,0.003199176,0.002923841,0.002687565,0.002453025,0.00215306
540,"NCL","New Caledonia",0.001786049,0.001720922,0.001782983,0.001638221,0.001701885,0.001832652,0.001850998,0.001794516,0.001950157,0.001841403,0.001861931,0.001787167,0.00173366,0.001895859,0.001783935,0.001840134,0.001539388
554,"NZL","New Zealand",0.007044694,0.006596922,0.006983683,0.006490555,0.006601153,0.006504813,0.006370098,0.006321896,0.006087674,0.006115068,0.006287179,0.005893939,0.005994797,0.005737301,0.005775222,0.005634888,0.005663213
558,"NIC","Nicaragua",0.010113295,0.008825981,0.010922176,0.009292422,0.009813591,0.009225018,0.008336561,0.009548185,0.009166616,0.008107191,0.008311887,0.00754034,0.006826366,0.008059585,0.007322121,0.006222844,0.006590117
562,"NER","Niger",0.000929074,0.001049671,0.00112935,0.001112721,0.001198941,0.001166315,0.001236315,0.001294792,0.001239292,0.001344221,0.001385786,0.001357978,0.001259983,0.001422145,0.001360238,0.001465697,0.001474862
566,"NGA","Nigeria",0.002083734,0.002398554,0.002577095,0.002592638,0.002839057,0.002954315,0.002794098,0.002826804,0.00297711,0.003053459,0.003104356,0.003150589,0.003210465,0.003459573,0.003382256,0.003536672,0.003734615
570,"NIU","Niue",0.000289701,0.000294911,0.000298072,0.000270497,0.000272257,0.000289691,0.000283067,0.000294402,0.000302607,0.000296866,0.000306207,0.00028049,0.000300331,0.000316504,0.000258259,0.000270562,0.000264074
408,"PRK","North Korea",0.040221747,0.040481757,0.040194264,0.043345863,0.044519506,0.042057851,0.042098802,0.040444209,0.041067762,0.040812117,0.041593662,0.043167464,0.043846927,0.041689445,0.041225681,0.041329477,0.043751804
807,"MKD","North Macedonia",0.056521385,0.055991661,0.054542815,0.050784831,0.04599792,0.041313829,0.036422094,0.031347867,0.031619156,0.030740619,0.028586778,0.027302424,0.025710639,0.024600316,0.024145383,0.023437397,0.021449425
578,"NOR","Norway",0.017584085,0.016169204,0.014380086,0.013788843,0.012047447,0.010708585,0.009387899,0.008046318,0.007494277,0.006803656,0.006569001,0.005768128,0.005377369,0.005230123,0.004575682,0.004311465,0.003825037
512,"OMN","Oman",0.009969684,0.010592887,0.010839909,0.010946122,0.010809871,0.011094257,0.010683921,0.010947655,0.010991575,0.0118055,0.011664272,0.012020898,0.012701283,0.013380366,0.013775758,0.014574053,0.013767838
586,"PAK","Pakistan",0.025145934,0.026588581,0.026503064,0.027064785,0.029280392,0.029473174,0.030839235,0.032621309,0.032099309,0.03297287,0.032976544,0.033529392,0.034473719,0.036571077,0.035390511,0.035850533,0.035834763
585,"PLW","Palau",0.000228407,0.0002477,0.000227246,0.000239128,0.000252964,0.000236041,0.00026549,0.000240241,0.000221839,0.000240587,0.000251011,0.000244782,0.000261031,0.000255026,0.000182772,0.000202592,0.00021239
591,"PAN","Panama",0.003325335,0.00312083,0.002944747,0.002832773,0.002650593,0.002449495,0.002419884,0.002124542,0.002180175,0.002276542,0.002236208,0.002218801,0.002223773,0.002089907,0.002034745,0.002027242,0.001989257
598,"PNG","Papua New Guinea",0.005270108,0.005356589,0.005302023,0.005392991,0.005456969,0.005440161,0.005425269,0.005537546,0.00542938,0.005254149,0.005227161,0.00512287,0.004909723,0.005235931,0.005172148,0.005118985,0.005047741
600,"PRY","Paraguay",0.001166528,0.000975239,0.000868517,0.000821545,0.001012223,0.0007154,0.000638015,0.00067156,0.000634442,0.000688047,0.000678768,0.000591285,0.00054543,0.000627091,0.000643561,0.000560926,0.000670671
604,"PER","Peru",0.002771456,0.002673947,0.002601372,0.002599317,0.002382531,0.002426142,0.002430802,0.002227548,0.002239333,0.002398476,0.002239879,0.002263957,0.002366975,0.002345181,0.002630643,0.002949679,0.002917846
608,"PHL","Philippines",0.032270473,0.034378406,0.034796749,0.034989766,0.033713085,0.034453035,0.036111158,0.036294845,0.034296496,0.036393764,0.036299601,0.035829317,0.036177346,0.036872719,0.03591228,0.03494162,0.036926178
616,"POL","Poland",0.030431295,0.028473476,0.029277477,0.027345895,0.022627141,0.021561432,0.020174643,0.018073838,0.0170186,0.015969102,0.015185656,0.014689428,0.013057998,0.012653489,0.011458498,0.01129441,0.00989414
620,"PRT","Portugal",0.01588414,0.015475605,0.01485321,0.013997584,0.013201674,0.011441257,0.0108053,0.009696561,0.00995381,0.008992034,0.008100032,0.007514516,0.007655559,0.007256199,0.007419297,0.006117755,0.005619815
634,"QAT","Qatar",0.015472728,0.016046008,0.016100319,0.01568528,0.015668686,0.015739271,0.015022858,0.015750941,0.015482765,0.01508389,0.015430669,0.015815659,0.015377549,0.017652411,0.017033186,0.017318905,0.01677543
178,"COG","Republic of Congo",0.004160579,0.004333693,0.004295068,0.004497439,0.004472632,0.004613172,0.00461832,0.004603807,0.004525143,0.0043363,0.004344499,0.004282167,0.004060643,0.004242183,0.004054914,0.004079667,0.004030903
642,"ROU","Romania",0.020988035,0.020747022,0.020460755,0.019019464,0.016742224,0.015284043,0.01341177,0.011425771,0.011485726,0.011220704,0.010227447,0.009481875,0.009497646,0.009011245,0.008922306,0.008139272,0.008115549
643,"RUS","Russia",0.013077573,0.012834749,0.012727469,0.012742706,0.012383374,0.012269423,0.013167638,0.01366831,0.012726022,0.012878621,0.012555405,0.012234237,0.011689554,0.011942977,0.011140156,0.011487174,0.011211614
646,"RWA","Rwanda",0.133185817,0.129134835,0.133209935,0.130693566,0.13257982,0.132353531,0.129203457,0.129713829,0.132925059,0.133521373,0.128884187,0.126179351,0.123539527,0.125851642,0.125892851,0.122814993,0.129522867
652,"BLM","Saint Barthelemy",0.001074412,0.000849832,0.001068215,0.001031301,0.001026452,0.000793796,0.000885773,0.001176935,0.000899338,0.00096584,0.000832168,0.000865361,0.000969089,0.001053597,0.000810031,0.000683336,0.000793608
659,"KNA","Saint Kitts and Nevis",0.002858525,0.002325524,0.00295892,0.002846869,0.002757164,0.002158746,0.002380934,0.003158235,0.00254503,0.0025547,0.002339271,0.002420372,0.002707329,0.003046801,0.002052086,0.001890231,0.002116318
662,"LCA","Saint Lucia",0.00147158,0.001367011,0.001667946,0.00142405,0.001364196,0.001264024,0.001213344,0.001543791,0.001352143,0.001257434,0.001222612,0.001136682,0.001204295,0.001478277,0.000947128,0.000875041,0.000980063
670,"VCT","Saint Vincent and the Grenadines",0.001565275,0.001508815,0.001818913,0.001577427,0.001524734,0.001460654,0.001402209,0.001724006,0.001554503,0.001480935,0.00143363,0.001332171,0.001393615,0.001703189,0.001140653,0.001081637,0.001199458
882,"WSM","Samoa",0.000395463,0.000418338,0.000414642,0.000384091,0.000393298,0.000364322,0.000400096,0.000420539,0.000391803,0.000412059,0.000422349,0.000433861,0.000415478,0.000473484,0.000280092,0.000298868,0.000314689
674,"SMR","San Marino",0.009863589,0.008929026,0.008340083,0.007605786,0.006578872,0.005854259,0.005210003,0.004256716,0.004323214,0.004000639,0.003568786,0.003325597,0.003362345,0.002983195,0.002831979,0.002512887,0.002378135
678,"STP","Sao Tome and Principe",0.000226286,0.000199996,0.000211439,0.000205992,0.000207679,0.000204037,0.000212217,0.000230544,0.000203231,0.000207903,0.000213628,0.000202437,0.00020038,0.000239447,0.000158122,0.000146115,0.00015243
682,"SAU","Saudi Arabia",0.044895053,0.045133281,0.045394415,0.043897569,0.044195973,0.044640066,0.044614986,0.04593804,0.044125766,0.044598033,0.04480554,0.044205885,0.044592809,0.046138066,0.0456265,0.04511664,0.044259343
686,"SEN","Senegal",0.024768776,0.0257597,0.026843177,0.025621333,0.025561295,0.026420209,0.025099257,0.027506698,0.025507737,0.025545517,0.02709833,0.025955526,0.027176872,0.026623592,0.028225223,0.027185748,0.027951696
688,"SRB","Serbia",0.068429713,0.065225973,0.067475054,0.06144599,0.053173703,0.047217883,0.039948952,0.032743339,0.032598262,0.029739286,0.02774186,0.026155382,0.024481809,0.02291737,0.021052799,0.019124596,0.01819457
690,"SYC","Seychelles",0.000387778,0.000375223,0.0003825,0.000386566,0.000396087,0.00037401,0.000400006,0.000409365,0.000357334,0.000402089,0.000389766,0.000412151,0.000418953,0.000430669,0.000333961,0.00034501,0.000319537
694,"SLE","Sierra Leone",0.001909197,0.001696946,0.001141496,0.001636333,0.002478966,0.001618325,0.003181643,0.001299809,0.00163104,0.002545776,0.002003128,0.002706598,0.002888213,0.002615093,0.001942894,0.001600497,0.001860846
702,"SGP","Singapore",0.056862724,0.057169055,0.059551429,0.059832242,0.059310694,0.058023549,0.062728575,0.062269396,0.057776537,0.064251673,0.063990569,0.060463767,0.059703619,0.062985933,0.044636163,0.043740145,0.040809549
534,"SXM","Sint Maarten",0.000879816,0.000704297,0.000865992,0.000830777,0.000835642,0.000652584,0.000720411,0.000952747,0.000723791,0.000782343,0.000662566,0.000695411,0.000773049,0.000834239,0.000673401,0.000549113,0.00064328
703,"SVK","Slovakia",0.023714742,0.02192972,0.022522055,0.021258,0.018222329,0.017404846,0.015837379,0.014294648,0.014177774,0.012979277,0.012485188,0.012046431,0.01138325,0.010840366,0.010036401,0.01006866,0.009065878
705,"SVN","Slovenia",0.01969449,0.018689177,0.018642098,0.017241761,0.015183367,0.013520742,0.011687616,0.009915225,0.009870499,0.008966075,0.00841867,0.007871377,0.007725184,0.007143474,0.006687465,0.006298055,0.005714032
90,"SLB","Solomon Islands",0.000279403,0.000287618,0.000284332,0.000259865,0.00028193,0.0002375,0.000318035,0.000314738,0.000245499,0.000267764,0.000324351,0.000345895,0.000374493,0.000357945,0.000258237,0.000269609,0.000280218
706,"SOM","Somalia",0.000291719,0.000312744,0.000309068,0.000311409,0.00031337,0.000339457,0.000330189,0.000334585,0.000348112,0.000347938,0.000342137,0.000333657,0.000346709,0.000325643,0.000328823,0.000332994,0.000310781
710,"ZAF","South Africa",0.039784863,0.041742134,0.042359406,0.043157556,0.042799387,0.044796397,0.044631902,0.044710592,0.045554087,0.044966032,0.046271628,0.046723906,0.048096916,0.048289437,0.047200588,0.047695534,0.052942756
410,"KOR","South Korea",0.087732967,0.083295971,0.07636177,0.083592256,0.084610974,0.082138493,0.081412624,0.079122554,0.078555177,0.07496939,0.077793601,0.081940297,0.080775049,0.07812098,0.074168664,0.074424357,0.081509834
728,"SSD","South Sudan",0.001203605,0.001123385,0.001294631,0.001029172,0.001290202,0.001260544,0.001321929,0.001014874,0.001205855,0.001192241,0.001152035,0.001134854,0.001324056,0.00132511,0.00110993,0.001171004,0.000770889
724,"ESP","Spain",0.021146685,0.02005291,0.018358476,0.017231387,0.015629596,0.01401816,0.012578189,0.010847146,0.010824285,0.010130008,0.008980339,0.008667245,0.008468382,0.007704223,0.007016661,0.006186342,0.005754506
144,"LKA","Sri Lanka",0.015627143,0.015529623,0.016471912,0.016827185,0.017228058,0.017706602,0.018099333,0.017788753,0.017866079,0.018778191,0.018091636,0.018856585,0.019994758,0.019889612,0.018322128,0.019199626,0.019227061
275,"PSE","State of Palestine",0.107494157,0.109111406,0.110761514,0.11044831,0.110337474,0.110535854,0.110449204,0.113253633,0.103801845,0.109001535,0.107441114,0.112907591,0.110663393,0.111189996,0.101641329,0.10071905,0.100464856
729,"SDN","Sudan",0.001043421,0.001149663,0.001152009,0.001107691,0.001142697,0.001193968,0.001073693,0.001149449,0.001189939,0.001268219,0.001425216,0.001472428,0.001678081,0.001757044,0.001780808,0.001785519,0.001737108
740,"SUR","Suriname",0.000638421,0.000636399,0.000658825,0.000640454,0.000632783,0.000656,0.000581128,0.000627143,0.000605659,0.000610725,0.000604332,0.00057428,0.000585625,0.000622669,0.000619994,0.000609464,0.000592767
752,"SWE","Sweden",0.002544977,0.002401655,0.002486273,0.002351171,0.002082565,0.002014606,0.001861046,0.001718518,0.001705239,0.001590146,0.001495562,0.001450763,0.001380054,0.001298691,0.001137835,0.001166103,0.001056722
756,"CHE","Switzerland",0.005011988,0.004464739,0.004204343,0.003948671,0.003517088,0.00328259,0.002965394,0.002583706,0.002561182,0.002280385,0.002140489,0.002109563,0.001981429,0.001820706,0.001687519,0.001577295,0.001405939
760,"SYR","Syria",0.024999394,0.025471827,0.025036486,0.025027163,0.024727107,0.024375516,0.023850739,0.023775976,0.023870444,0.024412794,0.023854982,0.024552861,0.025215329,0.025577921,0.026215883,0.025619117,0.026251108
158,"TWN","Taiwan",0.033450537,0.032987087,0.033478005,0.033876483,0.034223415,0.035564409,0.035472712,0.037152521,0.035577431,0.035749543,0.036121105,0.037487965,0.036557464,0.037749392,0.03693959,0.037277286,0.035857101
762,"TJK","Tajikistan",0.006257059,0.006329386,0.006448871,0.007123272,0.007766443,0.008292249,0.008476964,0.009246515,0.009209316,0.009181387,0.008911178,0.009037498,0.00859094,0.00870917,0.008938803,0.008737158,0.008546678
834,"TZA","Tanzania",0.001301035,0.001223545,0.001308996,0.001225824,0.001342295,0.001295505,0.001272154,0.001279583,0.001304895,0.001388565,0.001281317,0.001251185,0.001275674,0.001246706,0.001186797,0.00119816,0.001266256
764,"THA","Thailand",0.017950836,0.018722252,0.017864401,0.018945523,0.01919964,0.019380786,0.02109481,0.020455417,0.020774556,0.022509037,0.022510651,0.022320215,0.022872027,0.022639923,0.022880008,0.024113799,0.024763759
626,"TLS","Timor-Leste",0.000657699,0.00071602,0.000694383,0.000735918,0.000655712,0.000666214,0.000693217,0.000590547,0.000613823,0.000673645,0.000553511,0.000610734,0.000576769,0.00051358,0.000480498,0.00050105,0.000515796
768,"TGO","Togo",0.00161026,0.001815416,0.002095212,0.00195848,0.002250061,0.002395232,0.002187205,0.002116224,0.00226386,0.002172486,0.002256315,0.002230155,0.002504305,0.002499318,0.002403752,0.002431221,0.002388113
776,"TON","Tonga",0.000287062,0.000291027,0.000304156,0.000294985,0.0002738,0.000295863,0.000285854,0.000300616,0.000293048,0.000291966,0.00030932,0.000288605,0.000291096,0.000314487,0.000260404,0.000266089,0.000261234
780,"TTO","Trinidad and Tobago",0.001442062,0.001372317,0.001505419,0.001301711,0.001212907,0.001170136,0.001095969,0.001236877,0.001134257,0.001097422,0.001065649,0.000955547,0.000958211,0.001143026,0.000765228,0.000727558,0.000796696
788,"TUN","Tunisia",0.016689913,0.016763441,0.016835055,0.017754763,0.016827944,0.017726127,0.017062047,0.016147708,0.01716026,0.018182744,0.017088411,0.018592457,0.019313195,0.020020786,0.019304388,0.019918489,0.019094187
792,"TUR","Turkey",0.019111151,0.018931903,0.017682694,0.016762214,0.015864263,0.014672288,0.01340405,0.012194454,0.011335741,0.011158612,0.010710991,0.010432189,0.009749505,0.009261085,0.009146618,0.008492859,0.008211367
795,"TKM","Turkmenistan",0.002424453,0.00252677,0.002540434,0.002612734,0.002701258,0.002970845,0.002859267,0.003280192,0.002943612,0.003161216,0.002798252,0.003037586,0.002815143,0.002919868,0.002818025,0.002896264,0.002895111
796,"TCA","Turks and Caicos Islands",0.000841179,0.000793223,0.000817705,0.000841243,0.000837522,0.000789103,0.000780027,0.000789194,0.000759142,0.000758144,0.000707376,0.000775783,0.000779497,0.000720779,0.000587638,0.000576001,0.000578808
798,"TUV","Tuvalu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,"UGA","Uganda",0.019922957,0.019144031,0.019608093,0.019075221,0.019119223,0.01902203,0.018336404,0.018313305,0.018430497,0.018267151,0.017772035,0.016732824,0.016606238,0.017098511,0.016908177,0.016411851,0.016672483
804,"UKR","Ukraine",0.019262525,0.018517125,0.018071033,0.017025835,0.016127941,0.015279528,0.014638509,0.013497997,0.013802056,0.012679623,0.011820145,0.011601105,0.011351875,0.010832853,0.010283837,0.00996713,0.009614011
784,"ARE","United Arab Emirates",0.025031634,0.025592343,0.025931246,0.025783058,0.025129478,0.024465293,0.024243515,0.024610141,0.023926965,0.02597523,0.025656855,0.026548094,0.027944284,0.029188134,0.029839459,0.029627871,0.02939826
826,"GBR","United Kingdom",0.021102772,0.018612664,0.016711532,0.015277899,0.014080439,0.012114009,0.011211722,0.010321258,0.008779938,0.008505237,0.00773526,0.007365216,0.006387151,0.006333685,0.005410372,0.005007104,0.00451686
840,"USA","United States of America",0.03095853,0.028173794,0.026316679,0.023726745,0.021349344,0.019141296,0.016877818,0.014441041,0.014053422,0.013748245,0.012853961,0.012463451,0.01215275,0.011441575,0.010756497,0.010108727,0.009583416
858,"URY","Uruguay",0.002169168,0.001977896,0.001975745,0.00195502,0.001922386,0.00183008,0.001690749,0.001636907,0.001551352,0.00165604,0.001625231,0.001609354,0.001604167,0.001535701,0.001487321,0.001458919,0.001547197
860,"UZB","Uzbekistan",0.012046949,0.012038707,0.011994221,0.012142491,0.012572076,0.013341686,0.013234638,0.013953392,0.013451069,0.01356419,0.012881049,0.01298045,0.012451426,0.012395354,0.012256831,0.011904155,0.011828834
548,"VUT","Vanuatu",0.000963231,0.00089128,0.00097292,0.000928133,0.000962645,0.000956278,0.000867735,0.0009695,0.000966061,0.000939702,0.001001203,0.000973033,0.000969914,0.001093193,0.000755865,0.000766799,0.0007083
862,"VEN","Venezuela",0.004501057,0.004142848,0.00403389,0.003592029,0.00343093,0.003176789,0.002933979,0.003083518,0.002824352,0.00276814,0.002670825,0.002497537,0.002417011,0.002589159,0.002426588,0.002298489,0.002356279
704,"VNM","Viet Nam",0.00789536,0.00941613,0.010224022,0.01043634,0.010412568,0.010734137,0.010053245,0.010103851,0.010645339,0.010254861,0.010566962,0.010487781,0.009994861,0.010357607,0.010464863,0.010225462,0.01037725
876,"WLF","Wallis and Futuna Islands",0.000248673,0.000274094,0.000272803,0.000252294,0.000245026,0.000249061,0.000257377,0.000284059,0.000269708,0.00026778,0.000263659,0.000281808,0.000281918,0.000305627,0.000213209,0.000234423,0.000234118
732,"ESH","Western Sahara",0.001546987,0.001546877,0.001630727,0.001577075,0.001485294,0.001560162,0.00155709,0.001645426,0.001435503,0.001556299,0.001439177,0.001320641,0.001344472,0.001365431,0.001501541,0.001402801,0.001420409
887,"YEM","Yemen",0.012519572,0.012123873,0.012586059,0.012372209,0.012694491,0.01303769,0.012758146,0.012413475,0.013555701,0.014106035,0.014672629,0.015128194,0.015550868,0.015943705,0.01638492,0.017378606,0.017862196
894,"ZMB","Zambia",0.005903406,0.00600577,0.005772261,0.006103997,0.006131351,0.006074689,0.0059169,0.006041651,0.006561631,0.00657917,0.006182947,0.006040912,0.006135429,0.005902018,0.005672946,0.005775115,0.005811601
716,"ZWE","Zimbabwe",0.002749406,0.002967699,0.003051424,0.003138994,0.003261946,0.003318331,0.003382908,0.003326139,0.003606127,0.00355651,0.003423192,0.003359559,0.003537395,0.003211887,0.003234741,0.003059157,0.003192066
